20130213 06:59 1;ROM DLLs; 0x0;12025856 bytes;
20130213 06:59 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 06:59 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 06:59 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 06:59 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 06:59 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 06:59 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 06:59 8;services.exe; 0x3abbc442;126976 bytes;
20130213 06:59 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 06:59 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 06:59 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 06:59 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 06:59 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 06:59 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 06:59 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 06:59 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 06:59 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 06:59 18;pimg.exe; 0xf690f9fe;315392 bytes;
20130213 06:59 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 06:59 20;tmail.exe; 0x3923cc5e;1130496 bytes;
20130213 06:59 21;VMusage.exe; 0xb4260d5a;0 bytes;
20130213 06:59 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 06:59 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 06:59 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 06:59 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 06:59 26;Slot 26: empty; 0x0;0 bytes;
20130213 06:59 27;Slot 27: empty; 0x0;0 bytes;
20130213 06:59 28;Slot 28: empty; 0x0;0 bytes;
20130213 06:59 29;Slot 29: empty; 0x0;0 bytes;
20130213 06:59 30;Slot 30: empty; 0x0;0 bytes;
20130213 06:59 31;Slot 31: empty; 0x0;0 bytes;
20130213 06:59 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:00 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:00 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:00 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:00 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:00 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:00 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:00 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:00 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:00 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:00 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:00 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:00 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:00 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:00 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:00 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:00 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:00 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:00 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:00 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:00 20;tmail.exe; 0x3923cc5e;1130496 bytes;
20130213 07:00 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:00 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:00 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:00 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:00 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:00 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:00 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:00 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:00 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:00 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:00 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:00 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:00 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:00 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:00 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:00 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:00 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:00 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:00 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:00 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:00 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:00 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:00 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:00 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:00 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:00 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:00 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:00 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:00 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:00 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:00 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:00 20;tmail.exe; 0x3923cc5e;1753088 bytes;
20130213 07:00 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:00 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:00 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:00 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:00 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:00 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:00 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:00 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:00 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:00 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:00 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:00 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:00 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:00 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:00 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:00 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:00 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:00 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:00 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:00 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:00 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:00 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:00 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:00 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:00 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:00 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:00 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:00 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:00 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:00 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:00 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:00 20;tmail.exe; 0x3923cc5e;1884160 bytes;
20130213 07:00 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:00 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:00 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:00 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:00 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:00 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:00 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:00 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:00 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:00 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:00 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:00 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:00 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:00 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:00 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:00 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:00 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:00 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:00 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:00 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:00 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:00 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:00 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:00 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:00 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:00 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:00 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:00 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:00 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:00 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:00 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:00 20;tmail.exe; 0x3923cc5e;1884160 bytes;
20130213 07:00 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:00 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:00 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:00 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:00 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:00 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:00 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:00 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:00 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:00 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:00 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:00 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
20130213 07:01 1;ROM DLLs; 0x0;12025856 bytes;
20130213 07:01 2;filesys.exe; 0xbe9eb29a;10776576 bytes;
20130213 07:01 3;device.exe; 0x3e9b342a;102400 bytes;
20130213 07:01 4;taskmgr.exe; 0xb586ea22;1122304 bytes;
20130213 07:01 5;cprog.exe; 0x398fcdd6;5328896 bytes;
20130213 07:01 6;gwes.exe; 0x9cece6a6;1794048 bytes;
20130213 07:01 7;shell32.exe; 0x3ad2fd66;1089536 bytes;
20130213 07:01 8;services.exe; 0x3abbc442;126976 bytes;
20130213 07:01 9;AAM.exe; 0x5a50ddd6;376832 bytes;
20130213 07:01 10;connmgr.exe; 0xf9c49af2;655360 bytes;
20130213 07:01 11;repllog.exe; 0x7a1ae80a;237568 bytes;
20130213 07:01 12;ConManClient2.exe; 0x973ebb36;86016 bytes;
20130213 07:01 13;poutlook.exe; 0xd94a3d3a;335872 bytes;
20130213 07:01 14;edm2.exe; 0x33441a6a;2793472 bytes;
20130213 07:01 15;RFIDDce.Exe; 0x19548fa6;1277952 bytes;
20130213 07:01 16;IQueue.exe; 0x5960828a;28672 bytes;
20130213 07:01 17;BootCNF.exe; 0x996250ae;667648 bytes;
20130213 07:01 18;pimg.exe; 0xf690f9fe;368640 bytes;
20130213 07:01 19;rapiclnt; 0xd9c37b3e;303104 bytes;
20130213 07:01 20;tmail.exe; 0x3923cc5e;2015232 bytes;
20130213 07:01 21;VMusage.exe; 0x34aec52a;0 bytes;
20130213 07:01 22;Slot 22: empty; 0x0;2600960 bytes;
20130213 07:01 23;SSClient.exe; 0x38ee2a76;0 bytes;
20130213 07:01 24;Slot 24: empty; 0x0;1761280 bytes;
20130213 07:01 25;DataServer.exe; 0xd8e2e9b6;0 bytes;
20130213 07:01 26;Slot 26: empty; 0x0;0 bytes;
20130213 07:01 27;Slot 27: empty; 0x0;0 bytes;
20130213 07:01 28;Slot 28: empty; 0x0;0 bytes;
20130213 07:01 29;Slot 29: empty; 0x0;0 bytes;
20130213 07:01 30;Slot 30: empty; 0x0;0 bytes;
20130213 07:01 31;Slot 31: empty; 0x0;0 bytes;
20130213 07:01 32;Slot 32: empty; 0x0;0 bytes;
